timestamp,level,devices,concurrency,duration,ok,fail,fail_ratio,rps_avg,rps_ok_avg,p50_ms,p90_ms,p99_ms,bandwidth_pub_out_kbps,bandwidth_pub_in_kbps,cpu_percent,memory_usage,load_1m,load_5m,load_15m,disk_usage_percent
2025-09-16 20:57:02,1,5000,1000,30,5000,0,0.0000,166.67,166.67,61.6,75.2,208.5,1486.5,201.5,1.8,16.4,0.21,0.43,0.25,23.34
2025-09-16 20:57:45,2,6000,2000,30,6000,0,0.0000,200.00,200.00,62.2,75.2,201.2,1486.5,201.5,1.8,16.4,0.21,0.43,0.25,23.34
2025-09-16 20:58:32,3,7000,3000,30,7000,0,0.0000,233.33,233.33,64.1,115.2,339.7,1810.0,238.1,5.2,16.4,0.48,0.42,0.26,23.34
2025-09-16 20:59:17,4,8000,4000,30,8000,0,0.0000,266.67,266.67,62.6,83.1,216.5,1810.0,238.1,5.2,16.4,0.48,0.42,0.26,23.34
2025-09-16 21:00:01,5,9000,5000,30,9000,0,0.0000,300.00,300.00,67.6,268.5,675.0,1810.0,238.1,13.3,16.4,0.48,0.42,0.26,23.34
2025-09-16 21:00:46,6,10000,5000,30,9855,145,0.0145,333.33,328.50,66.4,118.4,30028.0,1479.6,239.6,13.3,16.4,0.96,0.65,0.36,23.34
2025-09-16 21:01:41,7,11000,5000,30,6019,4981,0.4528,366.67,200.63,6729.6,30790.6,31003.0,1479.6,239.6,13.3,16.4,0.96,0.65,0.36,23.34
2025-09-16 21:02:34,8,12000,5000,30,7224,4776,0.3980,400.00,240.80,3858.7,30743.4,30997.6,1504.5,286.3,13.0,17.0,1.09,0.87,0.48,23.34
2025-09-16 21:03:23,9,13000,5000,30,9661,3339,0.2568,433.33,322.03,92.9,10625.9,10716.3,1504.5,286.3,13.0,17.0,1.09,0.87,0.48,23.34
2025-09-16 21:04:16,10,14000,5000,30,12937,1063,0.0759,466.67,431.23,82.7,1696.0,30785.4,2085.7,407.7,10.2,15.9,0.30,0.65,0.44,23.34
2025-09-16 21:04:56,11,15000,5000,30,14992,8,0.0005,500.00,499.73,90.8,344.4,772.9,2085.7,407.7,10.2,15.9,0.30,0.65,0.44,23.34
2025-09-16 21:05:59,12,16000,5000,30,11067,4933,0.3083,533.33,368.90,2042.6,30675.1,30985.1,2085.7,407.7,10.2,15.9,0.30,0.65,0.44,23.34
2025-09-16 21:06:59,13,17000,5000,30,12235,4765,0.2803,566.67,407.83,119.5,30633.1,30992.3,2546.3,555.5,15.2,18.6,2.79,1.28,0.68,23.34
2025-09-16 21:07:58,14,18000,5000,30,14540,3460,0.1922,600.00,484.67,97.7,30643.9,30950.1,2546.3,555.5,15.2,18.6,2.79,1.28,0.68,23.34
2025-09-16 21:09:03,15,19000,5000,30,17935,1065,0.0561,633.33,597.83,102.8,345.8,30676.5,2765.6,602.0,12.9,16.8,1.85,1.35,0.77,23.34
2025-09-16 21:09:49,16,20000,5000,30,19650,350,0.0175,666.67,655.00,130.3,699.6,30171.0,2765.6,602.0,12.9,16.8,1.85,1.35,0.77,23.34
2025-09-16 21:10:56,17,21000,5000,30,15040,5960,0.2838,700.00,501.33,2365.9,30609.7,30984.1,3217.3,703.6,15.0,16.0,3.72,2.14,1.12,23.34
2025-09-16 21:11:51,18,22000,5000,30,17254,4746,0.2157,733.33,575.13,145.5,30257.4,30926.4,3217.3,703.6,15.0,16.0,3.72,2.14,1.12,23.34
2025-09-16 21:12:58,19,23000,5000,30,19701,3299,0.1434,766.67,656.70,145.1,19078.7,30875.8,3608.6,787.9,13.7,15.9,1.73,1.97,1.18,23.34
2025-09-16 21:14:05,20,24000,5000,30,23489,511,0.0213,800.00,782.97,185.0,662.4,30648.4,3608.6,787.9,14.6,15.9,1.73,1.97,1.22,23.34
2025-09-16 21:15:15,21,25000,5000,30,18180,6820,0.2728,833.33,606.00,3668.4,30618.9,30980.3,3640.6,788.9,14.6,16.5,1.53,1.82,1.22,23.34
2025-09-16 21:16:08,22,26000,5000,30,21288,4712,0.1812,866.67,709.60,154.8,21811.9,30572.2,3640.6,881.8,14.2,16.3,0.77,1.46,1.16,23.34
2025-09-16 21:17:10,23,27000,5000,30,24558,2442,0.0904,900.00,818.60,199.3,1541.6,22221.3,4035.3,881.8,14.2,16.3,0.77,1.46,1.16,23.34
2025-09-16 21:18:15,24,28000,5000,30,23285,4715,0.1684,933.33,776.17,189.4,30503.3,30901.7,4035.3,887.0,16.1,16.9,3.31,1.90,1.34,23.34
2025-09-16 21:19:24,25,29000,5000,30,23500,5500,0.1897,966.67,783.33,736.3,30468.6,31027.4,4119.4,887.0,16.1,16.9,3.31,1.90,1.34,23.34
2025-09-16 21:20:27,26,30000,5000,30,25843,4157,0.1386,1000.00,861.43,341.6,30380.9,30919.3,4451.0,960.2,15.6,16.6,2.57,1.98,1.43,23.34
2025-09-16 21:21:35,27,31000,5000,30,27412,3588,0.1157,1033.33,913.73,319.1,30321.4,30823.8,4451.0,960.2,15.6,16.6,2.57,1.98,1.43,23.34
2025-09-16 21:22:45,28,32000,5000,30,25172,6828,0.2134,1066.67,839.07,2420.0,30593.2,31036.2,4730.0,1012.3,17.9,21.4,3.02,2.02,1.48,23.34
2025-09-16 21:23:46,29,33000,5000,30,29104,3896,0.1181,1100.00,970.13,403.1,30273.2,30877.9,4730.0,1012.3,17.9,21.4,3.02,2.02,1.48,23.34
2025-09-16 21:25:01,30,34000,5000,30,29463,4537,0.1334,1133.33,982.10,539.5,30711.9,30976.6,4919.7,1046.0,12.0,21.4,2.23,2.05,1.56,23.34
2025-09-16 21:26:13,31,35000,5000,30,27926,7074,0.2021,1166.67,930.87,3443.2,30776.6,31033.0,4919.7,1046.0,19.5,19.7,1.04,1.81,1.53,23.34
2025-09-16 21:27:25,32,36000,5000,30,32536,3464,0.0962,1200.00,1084.53,455.0,3080.8,30892.5,5372.7,1144.7,19.5,19.7,1.04,1.81,1.53,23.34
2025-09-16 21:28:33,33,37000,5000,30,27507,9493,0.2566,1233.33,916.90,12849.7,30601.4,31009.9,5822.5,1228.5,18.3,19.5,3.28,2.10,1.65,23.34
